ordering,previous,next,collection,archeCollection,file1,file2,imageSize,px,titleOriginal,titleDe,titleGr,descriptionDe,descriptionGr,singatureInv,oenbLink,photographDe,photographWikidata,photographGr,dateStart,dateEnd,date,placeRegionDe,placeRegionDeARCHE,placeRegionID,placeGeonames,placeRegionWikidata,coordinates,placeRegionGr,countryDe,countryID,countryGeonames,countryWikidata,countryGr,countryHistoryDe,countryHistoryID,countryHistoryWikidata,countryHistoryGr,journalFile1,journalTitle1,journalSignature1,journalLink,relation1,persons,journalFile2,journalTitle2,journalSignature2,relation2
0096. Mytilini,0095. Ayvalık,0097. Kaffehaus am Hafen „Epano Skala“ von Mytilini,Fotos_0121-0150,Fotos_121-150,00000131.tif,00000132.tif,"10,4cm x 13,4cm",5108px x 6508px,96. Μυτιλήνη.,96. Mytilini.,96. Μυτιλήνη.,,,OeNB: Cod. Ser. 54103/66,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,03.10.1901,03.10.1901,03.10.1901,Mytilini/Lesbos,Mytilini/Lesbos,https://id.acdh.oeaw.ac.at/place-mytilene,https://www.geonames.org/256866,https://www.wikidata.org/wiki/Q189059,"39.1047, 26.5536",Μυτιλήνη/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
0097. Kaffehaus am Hafen „Epano Skala“ von Mytilini,0096. Mytilini,0098. Die Burg von Mytilini,Fotos_0121-0150,Fotos_121-150,00000133.tif,00000134.tif,"10,4cm x 13,4cm",5108px x 6508px,97. Kaffehaus an der Άνω Σκάλα von Mitilini.,97. Kaffehaus am [Hafen] „Epano Skala“ von Mitilini [Mytilini].,97. Καφενείο στην Άνω Σκάλα της Μυτιλήνης.,,,OeNB: Cod. Ser. 54103/67,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,30.08.1901,26.10.1901,30.08.-26.10.1901,Mytilini/Lesbos,Mytilini/Lesbos,https://id.acdh.oeaw.ac.at/place-mytilene,https://www.geonames.org/256866,https://www.wikidata.org/wiki/Q189059,"39.1047, 26.5536",Μυτιλήνη/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
0098. Die Burg von Mytilini,0097. Kaffehaus am Hafen „Epano Skala“ von Mytilini,0099. Der Hafen „Epano Skala“ in Mytilini,Fotos_0121-0150,Fotos_121-150,00000135.tif,00000136.tif,"10,4cm x 13,4cm",5108px x 6508px,98. Κάστρο von Mitilini.,98. Burg von Mitilini [Mytilini].,98. Το κάστρο της Μυτιλήνης.,,,OeNB: Cod. Ser. 54103/68,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,30.08.1901,26.10.1901,30.08.-26.10.1901,Mytilini/Lesbos,Mytilini/Lesbos,https://id.acdh.oeaw.ac.at/place-mytilene,https://www.geonames.org/256866,https://www.wikidata.org/wiki/Q189059,"39.1047, 26.5536",Μυτιλήνη/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
0099. Der Hafen „Epano Skala“ in Mytilini,0098. Die Burg von Mytilini,0100. Die Burg „Kastreli“ in Mytilini,Fotos_0121-0150,Fotos_121-150,00000137.tif,00000138.tif,"10,4cm x 13,4cm",5108px x 6508px,99. Άνω Σκάλα in Mitilini.,99. [Der Hafen] „Epano Skala“ in Mitilini [Mytilini].,99. Η Επάνω  Σκάλα της Μυτιλήνης.,,,OeNB: Cod. Ser. 54103/69,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,30.08.1901,26.10.1901,30.08.-26.10.1901,Mytilini/Lesbos,Mytilini/Lesbos,https://id.acdh.oeaw.ac.at/place-mytilene,https://www.geonames.org/256866,https://www.wikidata.org/wiki/Q189059,"39.1047, 26.5536",Μυτιλήνη/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
0100. Die Burg „Kastreli“ in Mytilini,0099. Der Hafen „Epano Skala“ in Mytilini,0101. Ölbaum mit Stützmauer (seti),Fotos_0121-0150,Fotos_121-150,00000139.tif,00000140.tif,"10,4cm x 13,4cm",5108px x 6508px,100. Καστρέλι in Mitilini.,100. [Die Burg] „Kastreli“ in Mitilini [Mytilini].,100. [Το φρούριο] „Kαστρέλι“ στη Μυτιλήνη.,,,OeNB: Cod. Ser. 54103/70,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,30.08.1901,26.10.1901,30.08.-26.10.1901,Mytilini/Lesbos,Mytilini/Lesbos,https://id.acdh.oeaw.ac.at/place-mytilene,https://www.geonames.org/256866,https://www.wikidata.org/wiki/Q189059,"39.1047, 26.5536",Μυτιλήνη/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
0101. Ölbaum mit Stützmauer (seti),0100. Die Burg „Kastreli“ in Mytilini,0102. Alter Turm in Kato Chalikas,Fotos_0121-0150,Fotos_121-150,00000141.tif,00000142.tif,"9,9cm x 12,8cm",6240px x 4848px,101. Ölbaum mit σέτι.,101. Ölbaum mit Stützmauer.,101. Ελαιόδεντρο με σέτι [αναλημματικό τοίχο].,,,OeNB: Cod. Ser. 54103/71,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,10.10.1901,10.10.1901,10.10.1901,Lesbos,Lesbos,https://id.acdh.oeaw.ac.at/place-lesbos,https://www.geonames.org/258466,https://www.wikidata.org/wiki/Q128087,"39.21, 26.28",Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-10-42v.jpg,Reise nach Lesbos. [Nr.] 5.,"OeNB: Cod. Ser. 53996, Stueck 10, 42v",http://data.onb.ac.at/rec/AC14015680,"„66) Do(nnerstag) 10. Okt(ober)
[…]
Aufn(ahme) [Nummer] 5: Ölbaum mit σέτι
Bl(ende) 24. M.“",,,,,
0102. Alter Turm in Kato Chalikas,0101. Ölbaum mit Stützmauer (seti),0103. Ano Chalikas,Fotos_0121-0150,Fotos_121-150,00000143.tif,00000144.tif,"9,9cm x 12,8cm",6252px x 4816px,102. Alter πύργος in Κάτω Χάλικας.,102. Alter Turm in Kato Chalikas.,102. Παλαιός πύργος στον Κάτω Χάλικα.,"Der Turm von Achilleas Chatzimaliakas, Sohn des Johannes, in Kato Chalikas",Ο πύργος του Αχιλλέα Ιωάννου Χατζημαλιάκα στον Κάτω Χάλικα,OeNB: Cod. Ser. 54103/72,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,10.10.1901,10.10.1901,10.10.1901,Kato Chalikas/Lesbos,Chalikas/Lesbos,https://id.acdh.oeaw.ac.at/place-chalikas-islet,https://www.geonames.org/413653,https://www.wikidata.org/wiki/Q25118370,"38.51278, 26.21472",Κάτω Χάλικας/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-10-42v.jpg,Reise nach Lesbos. [Nr.] 5.,"OeNB: Cod. Ser. 53996, Stueck 10, 42v",http://data.onb.ac.at/rec/AC14015680,"„66) Do(nnerstag) 10. Okt(ober)
[Aufnahme Nummer] 6: Alter πύργος des
Αχιλλέας Ιωάννου Χατζι-
μαλιάκας
Bl(ende) 32. M.
in Κάτω Χάλικας“",,,,,
0103. Ano Chalikas,0102. Alter Turm in Kato Chalikas,0104. Haus in Chalikas,Fotos_0121-0150,Fotos_121-150,00000145.tif,00000146.tif,"9,9cm x 12,8cm",4892px x 6272px,103. Άνω Χάλικας.,103. Ano Chalikas.,103. Άνω Χάλικας.,,,OeNB: Cod. Ser. 54103/73,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,10.10.1901,10.10.1901,10.10.1901,Ano Chalikas/Lesbos,Chalikas/Lesbos,https://id.acdh.oeaw.ac.at/place-chalikas-islet,https://www.geonames.org/413653,https://www.wikidata.org/wiki/Q25118370,"38.51278, 26.21472",Άνω Χάλικας/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-10-43r.jpg,Reise nach Lesbos. [Nr.] 5.,"OeNB: Cod. Ser. 53996, Stueck 10, 43r",http://data.onb.ac.at/rec/AC14015680,"[66) Do(nnerstag) 10. Okt(ober)]
„[Aufnahme Nummer] 7: Vorn πύργος'
Επάνω Χάλικας“",,,,,
0104. Haus in Chalikas,0103. Ano Chalikas,0105. Der Golf von Jera,Fotos_0121-0150,Fotos_121-150,00000147.tif,00000148.tif,"9,9cm x 12,8cm",4848px x 6272px,104. Haus in Χάλικας.,104. Haus in Chalikas.,104. Σπίτι στο Χάλικα.,,,OeNB: Cod. Ser. 54103/74,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,10.10.1901,10.10.1901,10.10.1901,Kato Chalikas/Lesbos,Chalikas/Lesbos,https://id.acdh.oeaw.ac.at/place-chalikas-islet,https://www.geonames.org/413653,https://www.wikidata.org/wiki/Q25118370,"38.51278, 26.21472",Κάτω Χάλικας/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-10-43r.jpg,Reise nach Lesbos. [Nr.] 5.,"OeNB: Cod. Ser. 53996, Stueck 10, 43r",http://data.onb.ac.at/rec/AC14015680,"[66) Do(nnerstag) 10. Okt(ober)]
„[Aufnahme Nummer] 8: Haus des Χατζιμαλιάκας
Bl(ende) 32. M.“",,,,,
0105. Der Golf von Jera,0104. Haus in Chalikas,0106. Tsoukalochori,Fotos_0121-0150,Fotos_121-150,00000149.tif,00000150.tif,"9,9cm x 12,8cm",4848px x 6272px,105. Golf von Jera.,105. Golf von Jera.,105. Ο κόλπος της Γέρας.,,,OeNB: Cod. Ser. 54103/75,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,12.10.1901,12.10.1901,12.10.1901,Golf von Gera/Lesbos,Golf von Gera/Lesbos,https://id.acdh.oeaw.ac.at/place-gera,,https://www.wikidata.org/wiki/Q2479092,"39.03861, 26.45583",Κόλπος Γέρας/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-10-48v.jpg,Reise nach Lesbos. [Nr.] 5.,"OeNB: Cod. Ser. 53996, Stueck 10, 48v",http://data.onb.ac.at/rec/AC14015680,"[S(am)s(tag) 12. Okt(ober)]
„Aufn(ahme) [Nummer] 9: Golf v(on) Jiera
(v(on) Ά(γιος) Ηλίας)
Bl(ende) 20. M.
9 U(hr)“",,,,,
0106. Tsoukalochori,0105. Der Golf von Jera,0107. Telonia,Fotos_0151-0180,Fotos_151-180,00000151.tif,00000152.tif,"9,9cm x 12,8cm",4848px x 6272px,106. Τσουκαλοχώρι.,106. Tsoukalochori [Skalochori].,106. Τσουκαλοχώρι [Σκαλοχώρι].,,,OeNB: Cod. Ser. 54103/76,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,13.10.1901,13.10.1901,13.10.1901,Skalochori/Lesbos,Skalochori/Lesbos,https://id.acdh.oeaw.ac.at/place-skalochori,https://www.geonames.org/252419,,"39.25894, 26.07493",Σκαλοχώρι/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-11-2r.jpg,Reise nach Lesbos [Nr.] 6.,"OeNB: Cod. Ser. 53996, Stueck 11, 2r",http://data.onb.ac.at/rec/AC14015680,"[S(on)t(ag) 13. Okt(ober)]
„Aufn(ahme) [Nummer] 10: ¾ 1 [Uhr]: Τσουκα-
λοχώρι, hinter das Meer
vom Wege. Bl(ende) 4. M.“",,,,,
0107. Telonia,0106. Tsoukalochori,0108. Die Mönche des Ypsilon-Klosters,Fotos_0151-0180,Fotos_151-180,00000153.tif,00000154.tif,"9,9cm x 12,8cm",4848px x 6272px,107. Τελώνια.,107. Telonia [Antissa].,107. Τελώνια [Άντισσα].,,,OeNB: Cod. Ser. 54103/77,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,13.10.1901,13.10.1901,13.10.1901 (?),Antissa/Lesbos,Antissa/Lesbos,https://id.acdh.oeaw.ac.at/place-antissa,https://www.geonames.org/265063,https://www.wikidata.org/wiki/Q583490,"39.23333333, 25.98027778",Άντισσα/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
0108. Die Mönche des Ypsilon-Klosters,0107. Telonia,0109. Das Ypsilon-Kloster,Fotos_0151-0180,Fotos_151-180,00000155.tif,00000156.tif,"9,9cm x 12,8cm",4848px x 6272px,108. Mönche des Υψηλόν Μοναστήρι.,108. Mönche des Ypsilon-Klosters.,108. Μοναχοί του Υψηλού Μοναστηριού.,Der Abt und die Mönche vor dem Tor des Klosters des Heiligen Johannes des Theologen (Moni Agiou Ioannou Theologou Ypsilou),Ο ηγούμενος και οι μοναχοί στην πύλη της Mονής του Aγίου Iωάννου του Θεολόγου Υψηλού,OeNB: Cod. Ser. 54103/78,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,14.10.1901,14.10.1901,14.10.1901,Lesbos,Lesbos,https://id.acdh.oeaw.ac.at/place-lesbos,https://www.geonames.org/258466,https://www.wikidata.org/wiki/Q128087,"39.21, 26.28",Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-11-8v.jpg,Reise nach Lesbos [Nr.] 6.,"OeNB: Cod. Ser. 53996, Stueck 11, 8v",http://data.onb.ac.at/rec/AC14015680,"„Mo(ntag) [14. Oktober 1901]
[…]
Aufn(ahme) [Nummer] 12: Abt u(nd) Mönche
vor dem Thor des Klosters.
Bl(ende) 8. M.“",,,,,
0109. Das Ypsilon-Kloster,0108. Die Mönche des Ypsilon-Klosters,0110. Das Ypsilon-Kloster,Fotos_0151-0180,Fotos_151-180,00000157.tif,00000158.tif,"9,9cm x 12,8cm",6232px x 4868px,109. Υψηλόν Μοναστήρι.,109. Ypsilon-Kloster.,109. Υψηλόν Μοναστήρι.,Das Kloster des Heiligen Johannes des Theologen (Moni Agiou Ioannou Theologou Ypsilou),Η Mονή του Aγίου Iωάννου του Θεολόγου Υψηλού,OeNB: Cod. Ser. 54103/79,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,14.10.1901,14.10.1901,14.10.1901,Lesbos,Lesbos,https://id.acdh.oeaw.ac.at/place-lesbos,https://www.geonames.org/258466,https://www.wikidata.org/wiki/Q128087,"39.21, 26.28",Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-11-8v.jpg,Reise nach Lesbos [Nr.] 6.,"OeNB: Cod. Ser. 53996, Stueck 11, 8v",http://data.onb.ac.at/rec/AC14015680,"„Mo(ntag) [14. Oktober 1901]
[…]
Neue Serie
Aufn(ahme) [Nummer] 1: Υψηλ(ό) Μον(αστήρι)
Bl(ende) 16. M.“",,,,,
0110. Das Ypsilon-Kloster,0109. Das Ypsilon-Kloster,0112. Eresos,Fotos_0151-0180,Fotos_151-180,00000159.tif,00000160.tif,"9,9cm x 12,8cm",4860px x 6252px,110. Υψηλόν Μοναστήρι.,110. Ypsilon-Kloster.,110. Υψηλόν Μοναστήρι.,Das Kloster des Heiligen Johannes des Theologen (Moni Agiou Ioannou Theologou Ypsilou),Η Mονή του Aγίου Iωάννου του Θεολόγου Υψηλού,OeNB: Cod. Ser. 54103/80,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,14.10.1901,14.10.1901,14.10.1901,Lesbos,Lesbos,https://id.acdh.oeaw.ac.at/place-lesbos,https://www.geonames.org/258466,https://www.wikidata.org/wiki/Q128087,"39.21, 26.28",Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-11-8v.jpg,Reise nach Lesbos [Nr.] 6.,"OeNB: Cod. Ser. 53996, Stueck 11, 8v",http://data.onb.ac.at/rec/AC14015680,"„Mo(ntag) [14. Oktober 1901]
[…]
[Aufnahme] [Nummer] 2: dass(elbe) [Υψηλ(ό) Μον(αστήρι)], Breiteaufn(ahme)
Bl(ende) 20. M.
Auf dem Wege kurz vor Eresos“",,,,,
0112. Eresos,0110. Das Ypsilon-Kloster,0117.  Pinienwald (Çamlık) bei Lampou Myloi,Fotos_0151-0180,Fotos_151-180,00000161.tif,00000162.tif,"9,9cm x 12,8cm",4860px x 6252px,112. Ερεσός.,112. Eresos.,112. Ερεσός.,,,OeNB: Cod. Ser. 54103/81,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,14.10.1901,15.10.1901,14.-15.10.1901,Eresos/Lesbos,Eresos/Lesbos,https://id.acdh.oeaw.ac.at/place-eresos,https://www.geonames.org/262629,https://www.wikidata.org/wiki/Q1018197,"39.166666666667, 25.933055555556",Ερεσός/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
0117.  Pinienwald (Çamlık) bei Lampou Myloi,0112. Eresos,0118. Mytilini,Fotos_0151-0180,Fotos_151-180,00000163.tif,00000164.tif,"9,9cm x 12,8cm",4860px x 6252px,117. Tsamlyk bei ς τ Λάβ τς μύλ'.,117.  Pinienwald [Çamlık] bei Lampou Myloi.,117. Πευκώνας [Çamlık] στην [περιοχή] Λάμπου Μύλοι.,,,OeNB: Cod. Ser. 54103/82,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,16.10.1901,16.10.1901,16.10.1901,Lampou Myloi/Lesbos,Lampou Myloi/Lesbos,https://id.acdh.oeaw.ac.at/place-lampou-myloi,https://www.geonames.org/258630,https://www.wikidata.org/wiki/Q21645000,"39.14427, 26.40422",Λάμπου Μύλοι/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
0118. Mytilini,0117.  Pinienwald (Çamlık) bei Lampou Myloi,0119. Mytilini,Fotos_0151-0180,Fotos_151-180,00000165.tif,00000166.tif,"9,9cm x 12,8cm",4860px x 6252px,118. Μυτιλήνη.,118. Mytilini.,118. Μυτιλήνη.,,,OeNB: Cod. Ser. 54103/83,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,30.08.1901,26.10.1901,30.08.-26.10.1901,Mytilini/Lesbos,Mytilini/Lesbos,https://id.acdh.oeaw.ac.at/place-mytilene,https://www.geonames.org/256866,https://www.wikidata.org/wiki/Q189059,"39.1047, 26.5536",Μυτιλήνη/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
0119. Mytilini,0118. Mytilini,0120. Markt von Mytilini,Fotos_0151-0180,Fotos_151-180,00000167.tif,00000168.tif,"9,9cm x 12,8cm",4860px x 6252px,119. Μυτιλήνη.,119. Mytilini.,119. Μυτιλήνη.,,,OeNB: Cod. Ser. 54103/84,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,30.08.1901,26.10.1901,30.08.-26.10.1901,Mytilini/Lesbos,Mytilini/Lesbos,https://id.acdh.oeaw.ac.at/place-mytilene,https://www.geonames.org/256866,https://www.wikidata.org/wiki/Q189059,"39.1047, 26.5536",Μυτιλήνη/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
0120. Markt von Mytilini,0119. Mytilini,0121. [Mytilini?],Fotos_0151-0180,Fotos_151-180,00000169.tif,00000170.tif,"9,9cm x 12,8cm",4860px x 6252px,120. Αγορά von Μυτιλήνη.,120. Markt von Mytilini.,120. Η Αγορά της Μυτιλήνης.,,,OeNB: Cod. Ser. 54103/85,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,30.08.1901,26.10.1901,30.08.-26.10.1901,Mytilini/Lesbos,Mytilini/Lesbos,https://id.acdh.oeaw.ac.at/place-mytilene,https://www.geonames.org/256866,https://www.wikidata.org/wiki/Q189059,"39.1047, 26.5536",Μυτιλήνη/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
0121. [Mytilini?],0120. Markt von Mytilini,0122. Mytilini,Fotos_0151-0180,Fotos_151-180,00000171.tif,00000172.tif,"9,9cm x 12,8cm",4860px x 6252px,121.,121. [Mytilini?],121. [Μυτιλήνη;],,,OeNB: Cod. Ser. 54103/86,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,30.08.1901,26.10.1901,30.08.-26.10.1901,Mytilini/Lesbos,Mytilini/Lesbos,https://id.acdh.oeaw.ac.at/place-mytilene,https://www.geonames.org/256866,https://www.wikidata.org/wiki/Q189059,"39.1047, 26.5536",Μυτιλήνη/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
0122. Mytilini,0121. [Mytilini?],0123. Mytilini,Fotos_0151-0180,Fotos_151-180,00000173.tif,00000174.tif,"9,9cm x 12,8cm",4860px x 6252px,122. Μυτιλήνη.,122. Mytilini.,122. Μυτιλήνη.,,,OeNB: Cod. Ser. 54103/87,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,30.08.1901,26.10.1901,30.08.-26.10.1901,Mytilini/Lesbos,Mytilini/Lesbos,https://id.acdh.oeaw.ac.at/place-mytilene,https://www.geonames.org/256866,https://www.wikidata.org/wiki/Q189059,"39.1047, 26.5536",Μυτιλήνη/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
